 91981/100000: episode: 2367, duration: 2.919s, episode steps:  27, steps per second:   9, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.259 [0.000, 3.000],  loss: 0.001972, mae: 0.272051, mean_q: 0.381847, mean_eps: 0.917230
 96190/100000: episode: 2472, duration: 5.492s, episode steps:  65, steps per second:  12, episode reward:  1.000, mean reward:  0.015 [ 0.000,  1.000], mean action: 1.492 [0.000, 3.000],  loss: 0.001825, mae: 0.280846, mean_q: 0.395647, mean_eps: 0.913459
 96262/100000: episode: 2473, duration: 7.145s, episode steps:  72, steps per second:  10, episode reward:  1.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 1.556 [0.000, 3.000],  loss: 0.002247, mae: 0.267522, mean_q: 0.377619, mean_eps: 0.913397
 96289/100000: episode: 2474, duration: 2.279s, episode steps:  27, steps per second:  12, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 2.000 [0.000, 3.000],  loss: 0.001555, mae: 0.252165, mean_q: 0.358042, mean_eps: 0.913353
 96314/100000: episode: 2475, duration: 2.130s, episode steps:  25, steps per second:  12, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.480 [0.000, 3.000],  loss: 0.002081, mae: 0.263407, mean_q: 0.370953, mean_eps: 0.913329
 96387/100000: episode: 2476, duration: 7.293s, episode steps:  73, steps per second:  10, episode reward:  1.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 1.452 [0.000, 3.000],  loss: 0.002012, mae: 0.268910, mean_q: 0.379833, mean_eps: 0.913285
 96416/100000: episode: 2477, duration: 2.468s, episode steps:  29, steps per second:  12, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.552 [0.000, 3.000],  loss: 0.001756, mae: 0.261275, mean_q: 0.364093, mean_eps: 0.913239
 96441/100000: episode: 2478, duration: 2.162s, episode steps:  25, steps per second:  12, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.640 [0.000, 3.000],  loss: 0.002320, mae: 0.274904, mean_q: 0.384737, mean_eps: 0.913215
 96468/100000: episode: 2479, duration: 2.252s, episode steps:  27, steps per second:  12, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.704 [0.000, 3.000],  loss: 0.002343, mae: 0.259635, mean_q: 0.359940, mean_eps: 0.913191
 96493/100000: episode: 2480, duration: 3.080s, episode steps:  25, steps per second:   8, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.480 [0.000, 3.000],  loss: 0.001383, mae: 0.262094, mean_q: 0.371313, mean_eps: 0.913168
 96519/100000: episode: 2481, duration: 2.603s, episode steps:  26, steps per second:  10, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.962 [0.000, 3.000],  loss: 0.002282, mae: 0.258288, mean_q: 0.362260, mean_eps: 0.913145
 96551/100000: episode: 2482, duration: 2.616s, episode steps:  32, steps per second:  12, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.531 [0.000, 3.000],  loss: 0.001640, mae: 0.254125, mean_q: 0.358910, mean_eps: 0.913119
 96579/100000: episode: 2483, duration: 2.372s, episode steps:  28, steps per second:  12, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.821 [0.000, 3.000],  loss: 0.001767, mae: 0.271047, mean_q: 0.384619, mean_eps: 0.913092
 96609/100000: episode: 2484, duration: 2.489s, episode steps:  30, steps per second:  12, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.533 [0.000, 3.000],  loss: 0.002408, mae: 0.262065, mean_q: 0.366546, mean_eps: 0.913066
 96645/100000: episode: 2485, duration: 4.134s, episode steps:  36, steps per second:   9, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.250 [0.000, 3.000],  loss: 0.002169, mae: 0.269949, mean_q: 0.373079, mean_eps: 0.913036
 96671/100000: episode: 2486, duration: 2.278s, episode steps:  26, steps per second:  11, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.692 [0.000, 3.000],  loss: 0.001683, mae: 0.260591, mean_q: 0.368104, mean_eps: 0.913008
 96733/100000: episode: 2487, duration: 5.108s, episode steps:  62, steps per second:  12, episode reward:  1.000, mean reward:  0.016 [ 0.000,  1.000], mean action: 1.581 [0.000, 3.000],  loss: 0.002287, mae: 0.260688, mean_q: 0.371162, mean_eps: 0.912969
 96758/100000: episode: 2488, duration: 2.037s, episode steps:  25, steps per second:  12, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.360 [0.000, 3.000],  loss: 0.001869, mae: 0.261610, mean_q: 0.368425, mean_eps: 0.912929
 96783/100000: episode: 2489, duration: 2.700s, episode steps:  25, steps per second:   9, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.480 [0.000, 3.000],  loss: 0.001763, mae: 0.273958, mean_q: 0.382190, mean_eps: 0.912907
 96808/100000: episode: 2490, duration: 2.701s, episode steps:  25, steps per second:   9, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.400 [0.000, 3.000],  loss: 0.002259, mae: 0.245170, mean_q: 0.332107, mean_eps: 0.912884
 96837/100000: episode: 2491, duration: 2.445s, episode steps:  29, steps per second:  12, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.379 [0.000, 3.000],  loss: 0.002502, mae: 0.262062, mean_q: 0.364171, mean_eps: 0.912860
 96862/100000: episode: 2492, duration: 2.077s, episode steps:  25, steps per second:  12, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.440 [0.000, 3.000],  loss: 0.002269, mae: 0.266959, mean_q: 0.373496, mean_eps: 0.912836
 96915/100000: episode: 2493, duration: 4.298s, episode steps:  53, steps per second:  12, episode reward:  1.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 1.453 [0.000, 3.000],  loss: 0.001924, mae: 0.267550, mean_q: 0.373461, mean_eps: 0.912801
 96943/100000: episode: 2494, duration: 3.579s, episode steps:  28, steps per second:   8, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.714 [0.000, 3.000],  loss: 0.001843, mae: 0.255964, mean_q: 0.361356, mean_eps: 0.912764
 97021/100000: episode: 2495, duration: 6.406s, episode steps:  78, steps per second:  12, episode reward:  1.000, mean reward:  0.013 [ 0.000,  1.000], mean action: 1.295 [0.000, 3.000],  loss: 0.002060, mae: 0.264984, mean_q: 0.371523, mean_eps: 0.912717
 97141/100000: episode: 2496, duration: 10.908s, episode steps: 120, steps per second:  11, episode reward:  2.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 1.467 [0.000, 3.000],  loss: 0.001481, mae: 0.267771, mean_q: 0.375585, mean_eps: 0.912628
 97166/100000: episode: 2497, duration: 2.046s, episode steps:  25, steps per second:  12, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.320 [0.000, 3.000],  loss: 0.001192, mae: 0.263605, mean_q: 0.375249, mean_eps: 0.912562
 97191/100000: episode: 2498, duration: 2.062s, episode steps:  25, steps per second:  12, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.560 [0.000, 3.000],  loss: 0.001934, mae: 0.271448, mean_q: 0.380194, mean_eps: 0.912540
 97218/100000: episode: 2499, duration: 2.348s, episode steps:  27, steps per second:  11, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.370 [0.000, 3.000],  loss: 0.002013, mae: 0.254917, mean_q: 0.359652, mean_eps: 0.912516
 97244/100000: episode: 2500, duration: 3.453s, episode steps:  26, steps per second:   8, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.808 [0.000, 3.000],  loss: 0.001848, mae: 0.274044, mean_q: 0.380037, mean_eps: 0.912493
 97269/100000: episode: 2501, duration: 2.066s, episode steps:  25, steps per second:  12, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.680 [0.000, 3.000],  loss: 0.002222, mae: 0.272465, mean_q: 0.385881, mean_eps: 0.912470
 97294/100000: episode: 2502, duration: 2.102s, episode steps:  25, steps per second:  12, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.480 [0.000, 3.000],  loss: 0.001460, mae: 0.258862, mean_q: 0.361778, mean_eps: 0.912447
 97349/100000: episode: 2503, duration: 4.475s, episode steps:  55, steps per second:  12, episode reward:  1.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 1.436 [0.000, 3.000],  loss: 0.001668, mae: 0.275565, mean_q: 0.384744, mean_eps: 0.912411
 97375/100000: episode: 2504, duration: 2.894s, episode steps:  26, steps per second:   9, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.269 [0.000, 3.000],  loss: 0.001160, mae: 0.264559, mean_q: 0.377281, mean_eps: 0.912375
 97400/100000: episode: 2505, duration: 2.749s, episode steps:  25, steps per second:   9, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.520 [0.000, 3.000],  loss: 0.001412, mae: 0.263658, mean_q: 0.373122, mean_eps: 0.912352
 97426/100000: episode: 2506, duration: 2.227s, episode steps:  26, steps per second:  12, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.423 [0.000, 3.000],  loss: 0.001310, mae: 0.273512, mean_q: 0.379293, mean_eps: 0.912329
 97503/100000: episode: 2507, duration: 6.292s, episode steps:  77, steps per second:  12, episode reward:  1.000, mean reward:  0.013 [ 0.000,  1.000], mean action: 1.506 [0.000, 3.000],  loss: 0.002604, mae: 0.276875, mean_q: 0.386306, mean_eps: 0.912282
 97557/100000: episode: 2508, duration: 5.706s, episode steps:  54, steps per second:   9, episode reward:  1.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 1.222 [0.000, 3.000],  loss: 0.001889, mae: 0.262825, mean_q: 0.369936, mean_eps: 0.912223
 97617/100000: episode: 2509, duration: 4.908s, episode steps:  60, steps per second:  12, episode reward:  1.000, mean reward:  0.017 [ 0.000,  1.000], mean action: 1.700 [0.000, 3.000],  loss: 0.001789, mae: 0.255963, mean_q: 0.359549, mean_eps: 0.912172
 97670/100000: episode: 2510, duration: 5.306s, episode steps:  53, steps per second:  10, episode reward:  1.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 1.434 [0.000, 3.000],  loss: 0.001721, mae: 0.256320, mean_q: 0.362618, mean_eps: 0.912121
 97695/100000: episode: 2511, duration: 2.647s, episode steps:  25, steps per second:   9, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.760 [0.000, 3.000],  loss: 0.002132, mae: 0.258533, mean_q: 0.363696, mean_eps: 0.912086
 97723/100000: episode: 2512, duration: 2.414s, episode steps:  28, steps per second:  12, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.821 [0.000, 3.000],  loss: 0.001675, mae: 0.252572, mean_q: 0.353523, mean_eps: 0.912062
 97750/100000: episode: 2513, duration: 2.284s, episode steps:  27, steps per second:  12, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.889 [0.000, 3.000],  loss: 0.002986, mae: 0.256597, mean_q: 0.367169, mean_eps: 0.912038
 97775/100000: episode: 2514, duration: 2.188s, episode steps:  25, steps per second:  11, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.680 [0.000, 3.000],  loss: 0.001944, mae: 0.266298, mean_q: 0.378075, mean_eps: 0.912014
 97876/100000: episode: 2515, duration: 9.685s, episode steps: 101, steps per second:  10, episode reward:  2.000, mean reward:  0.020 [ 0.000,  1.000], mean action: 1.535 [0.000, 3.000],  loss: 0.001217, mae: 0.265581, mean_q: 0.374543, mean_eps: 0.911958
 98030/100000: episode: 2516, duration: 14.260s, episode steps: 154, steps per second:  11, episode reward:  3.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 1.643 [0.000, 3.000],  loss: 0.001723, mae: 0.264836, mean_q: 0.373452, mean_eps: 0.911843
 98084/100000: episode: 2517, duration: 4.509s, episode steps:  54, steps per second:  12, episode reward:  1.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 1.204 [0.000, 3.000],  loss: 0.002127, mae: 0.261934, mean_q: 0.366358, mean_eps: 0.911749
 98190/100000: episode: 2518, duration: 10.042s, episode steps: 106, steps per second:  11, episode reward:  2.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 1.425 [0.000, 3.000],  loss: 0.001896, mae: 0.261450, mean_q: 0.368648, mean_eps: 0.911677
 98215/100000: episode: 2519, duration: 2.141s, episode steps:  25, steps per second:  12, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.400 [0.000, 3.000],  loss: 0.001441, mae: 0.242227, mean_q: 0.341949, mean_eps: 0.911618
 98290/100000: episode: 2520, duration: 7.677s, episode steps:  75, steps per second:  10, episode reward:  1.000, mean reward:  0.013 [ 0.000,  1.000], mean action: 1.387 [0.000, 3.000],  loss: 0.002072, mae: 0.255840, mean_q: 0.365399, mean_eps: 0.911573
 98347/100000: episode: 2521, duration: 4.774s, episode steps:  57, steps per second:  12, episode reward:  1.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 1.351 [0.000, 3.000],  loss: 0.001483, mae: 0.264963, mean_q: 0.375869, mean_eps: 0.911514
 98373/100000: episode: 2522, duration: 2.242s, episode steps:  26, steps per second:  12, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.462 [0.000, 3.000],  loss: 0.001654, mae: 0.280815, mean_q: 0.391271, mean_eps: 0.911476
 98429/100000: episode: 2523, duration: 5.990s, episode steps:  56, steps per second:   9, episode reward:  1.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 1.500 [0.000, 3.000],  loss: 0.001479, mae: 0.264953, mean_q: 0.371812, mean_eps: 0.911440
 98502/100000: episode: 2524, duration: 6.187s, episode steps:  73, steps per second:  12, episode reward:  1.000, mean reward:  0.014 [ 0.000,  1.000], mean action: 1.671 [0.000, 3.000],  loss: 0.001828, mae: 0.264265, mean_q: 0.372813, mean_eps: 0.911382
 98529/100000: episode: 2525, duration: 2.896s, episode steps:  27, steps per second:   9, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.556 [0.000, 3.000],  loss: 0.001175, mae: 0.257033, mean_q: 0.362049, mean_eps: 0.911336
 98559/100000: episode: 2526, duration: 3.386s, episode steps:  30, steps per second:   9, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.300 [0.000, 3.000],  loss: 0.001875, mae: 0.267634, mean_q: 0.374210, mean_eps: 0.911311
 98585/100000: episode: 2527, duration: 2.250s, episode steps:  26, steps per second:  12, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.692 [0.000, 3.000],  loss: 0.001898, mae: 0.265096, mean_q: 0.372619, mean_eps: 0.911286
 98610/100000: episode: 2528, duration: 2.137s, episode steps:  25, steps per second:  12, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.440 [0.000, 3.000],  loss: 0.001517, mae: 0.272140, mean_q: 0.387042, mean_eps: 0.911263
 98663/100000: episode: 2529, duration: 4.667s, episode steps:  53, steps per second:  11, episode reward:  1.000, mean reward:  0.019 [ 0.000,  1.000], mean action: 1.736 [0.000, 3.000],  loss: 0.002034, mae: 0.265289, mean_q: 0.370679, mean_eps: 0.911228
 98743/100000: episode: 2530, duration: 7.732s, episode steps:  80, steps per second:  10, episode reward:  1.000, mean reward:  0.013 [ 0.000,  1.000], mean action: 1.637 [0.000, 3.000],  loss: 0.001905, mae: 0.262289, mean_q: 0.369600, mean_eps: 0.911168
 98818/100000: episode: 2531, duration: 7.079s, episode steps:  75, steps per second:  11, episode reward:  1.000, mean reward:  0.013 [ 0.000,  1.000], mean action: 1.547 [0.000, 3.000],  loss: 0.002219, mae: 0.265669, mean_q: 0.377024, mean_eps: 0.911098
 98850/100000: episode: 2532, duration: 3.239s, episode steps:  32, steps per second:  10, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.406 [0.000, 3.000],  loss: 0.002787, mae: 0.262383, mean_q: 0.373264, mean_eps: 0.911050
 98884/100000: episode: 2533, duration: 2.931s, episode steps:  34, steps per second:  12, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.618 [0.000, 3.000],  loss: 0.002269, mae: 0.267399, mean_q: 0.374948, mean_eps: 0.911020
 98911/100000: episode: 2534, duration: 2.383s, episode steps:  27, steps per second:  11, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.407 [0.000, 3.000],  loss: 0.001490, mae: 0.268364, mean_q: 0.378493, mean_eps: 0.910993
 98937/100000: episode: 2535, duration: 2.291s, episode steps:  26, steps per second:  11, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.231 [0.000, 3.000],  loss: 0.002197, mae: 0.250107, mean_q: 0.346915, mean_eps: 0.910969
 98963/100000: episode: 2536, duration: 3.244s, episode steps:  26, steps per second:   8, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.808 [0.000, 3.000],  loss: 0.003312, mae: 0.267960, mean_q: 0.377397, mean_eps: 0.910945
 98989/100000: episode: 2537, duration: 2.523s, episode steps:  26, steps per second:  10, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.269 [0.000, 3.000],  loss: 0.001618, mae: 0.259998, mean_q: 0.369572, mean_eps: 0.910922
 99019/100000: episode: 2538, duration: 2.682s, episode steps:  30, steps per second:  11, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.467 [0.000, 3.000],  loss: 0.001419, mae: 0.277691, mean_q: 0.388233, mean_eps: 0.910897
 99056/100000: episode: 2539, duration: 3.238s, episode steps:  37, steps per second:  11, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.486 [0.000, 3.000],  loss: 0.002498, mae: 0.254299, mean_q: 0.356855, mean_eps: 0.910867
 99083/100000: episode: 2540, duration: 2.444s, episode steps:  27, steps per second:  11, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.556 [0.000, 3.000],  loss: 0.002116, mae: 0.265250, mean_q: 0.378634, mean_eps: 0.910838
 99138/100000: episode: 2541, duration: 6.073s, episode steps:  55, steps per second:   9, episode reward:  1.000, mean reward:  0.018 [ 0.000,  1.000], mean action: 1.818 [0.000, 3.000],  loss: 0.001731, mae: 0.267524, mean_q: 0.374731, mean_eps: 0.910801
 99163/100000: episode: 2542, duration: 2.208s, episode steps:  25, steps per second:  11, episode reward:  0.000, mean reward:  0.000 [ 0.000,  0.000], mean action: 1.640 [0.000, 3.000],  loss: 0.001287, mae: 0.261847, mean_q: 0.367093, mean_eps: 0.910765
